Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
6446,9.12,2.55%,0.0055,8.88744,0.9945,0,0.04888092
6447,6.44,22.02%,0.0076,5.021912,0.9924,0,0.038166531
6448,5.78,24.11%,0.0079,4.386442,0.9921,0,0.034652892
6449,13.91,24.82%,0.0071,10.457538,0.9929,0,0.07424852
6450,18.77,18.60%,0.0078,15.27878,0.9922,0,0.119174484
6451,12.66,12.02%,0.0065,11.138268,0.9935,0,0.072398742
6452,6.58,4.39%,0.0081,6.291138,0.9919,0,0.050958218
6453,12.47,6.86%,0.0048,11.614558,0.9952,0,0.055749878
6454,22.98,11.67%,0.0048,20.298234,0.9952,0,0.097431523
6455,16.29,8.84%,0.005,14.849964,0.995,0,0.07424982
6456,17.02,21.30%,0.0033,13.39474,0.9967,0,0.044202642
6457,14.39,1.04%,0.0093,14.240344,0.9907,0,0.132435199
6458,18.87,29.77%,0.002,13.252401,0.998,0,0.026504802
6459,9.44,32.56%,0.0043,6.366336,0.9957,0,0.027375245
6460,1.58,28.61%,0.0061,1.127962,0.9939,0,0.006880568
6461,10.03,33.10%,0.0024,6.71007,0.9976,0,0.016104168
6462,8.35,5.14%,0.0073,7.92081,0.9927,0,0.057821913
6463,3.23,31.90%,0.0036,2.19963,0.9964,0,0.007918668
6464,19.6,27.62%,0.0001,14.18648,0.9999,0,0.001418648
6465,7.43,6.39%,0.0077,6.955223,0.9923,0,0.053555217
6466,17.63,23.15%,0.0007,13.548655,0.9993,0,0.009484059
6467,0.37,18.88%,0.0007,0.300144,0.9993,0,0.000210101
6468,12.24,12.58%,0.0049,10.700208,0.9951,0,0.052431019
6469,18.3,19.39%,0.0016,14.75163,0.9984,0,0.023602608
6470,21.39,7.81%,0.0091,19.719441,0.9909,0,0.179446913
6471,20.78,10.81%,0.0056,18.533682,0.9944,0,0.103788619
6472,17.73,28.31%,0.0062,12.710637,0.9938,0,0.078805949
6473,7.77,30.01%,0.0034,5.438223,0.9966,0,0.018489958
6474,5.28,28.89%,0.0059,3.754608,0.9941,0,0.022152187
6475,19.51,0.51%,0.0007,19.410499,0.9993,0,0.013587349
6476,8.04,30.78%,0.0056,5.565288,0.9944,0,0.031165613
6477,9.12,28.00%,0.0085,6.5664,0.9915,0,0.0558144
6478,10.29,32.11%,0.005,6.985881,0.995,0,0.034929405
6479,6.35,37.78%,0.0038,3.95097,0.9962,0,0.015013686
6480,10.19,38.68%,0.0088,6.248508,0.9912,0,0.05498687
6481,17.4,7.34%,0.0003,16.12284,0.9997,0,0.004836852
6482,3.94,3.33%,0.0095,3.808798,0.9905,0,0.036183581
6483,5.31,38.73%,0.0062,3.253437,0.9938,0,0.020171309
6484,20,5.27%,0.0054,18.946,0.9946,0,0.1023084
6485,19.35,20.66%,0.0038,15.35229,0.9962,0,0.058338702
6486,9.29,7.69%,0.003,8.575599,0.997,0,0.025726797
6487,7.92,11.70%,0.0019,6.99336,0.9981,0,0.013287384
6488,7.12,23.03%,0,5.480264,1,0,0
6489,13.46,14.54%,0.0041,11.502916,0.9959,0,0.047161956
6490,18.07,29.76%,0.0037,12.692368,0.9963,0,0.046961762
6491,20.9,38.05%,0.0016,12.94755,0.9984,0,0.02071608
6492,4.48,27.86%,0.0003,3.231872,0.9997,0,0.000969562
6493,5.94,11.33%,0.005,5.266998,0.995,0,0.02633499
6494,22.46,7.16%,0.0087,20.851864,0.9913,0,0.181411217
6495,20.37,27.34%,0.0073,14.800842,0.9927,0,0.108046147
6496,13,21.54%,0.0016,10.1998,0.9984,0,0.01631968
6497,7.92,13.23%,0.0053,6.872184,0.9947,0,0.036422575
6498,3.86,21.45%,0.0083,3.03203,0.9917,0,0.025165849
6499,20.14,37.11%,0.0096,12.666046,0.9904,0,0.121594042
6500,19.12,20.67%,0.0088,15.167896,0.9912,0,0.133477485
6501,4.54,29.97%,0.0016,3.179362,0.9984,0,0.005086979
6502,20.21,16.10%,0.0091,16.95619,0.9909,0,0.154301329
6503,9.31,15.53%,0.0027,7.864157,0.9973,0,0.021233224
6504,15.54,19.11%,0.0093,12.570306,0.9907,0,0.116903846
6505,10.01,29.47%,0.0037,7.060053,0.9963,0,0.026122196
6506,11.7,1.25%,0.0063,11.55375,0.9937,0,0.072788625
6507,3.18,37.56%,0.0091,1.985592,0.9909,0,0.018068887
6508,2.25,30.40%,0.0009,1.566,0.9991,0,0.0014094
6509,3.48,19.24%,0.0005,2.810448,0.9995,0,0.001405224
6510,18.64,30.80%,0.0061,12.89888,0.9939,0,0.078683168
6511,4.27,14.84%,0.0062,3.636332,0.9938,0,0.022545258
6512,2.04,22.78%,0.0037,1.575288,0.9963,0,0.005828566
6513,22.49,35.62%,0.0029,14.479062,0.9971,0,0.04198928
6514,1.19,22.36%,0.0095,0.923916,0.9905,0,0.008777202
6515,0.45,25.11%,0.009,0.337005,0.991,0,0.003033045
6516,6.22,32.67%,0.0052,4.187926,0.9948,0,0.021777215
6517,19.93,10.07%,0.0029,17.923049,0.9971,0,0.051976842
6518,24.33,19.40%,0.0017,19.60998,0.9983,0,0.033336966
6519,24.88,34.02%,0.0046,16.415824,0.9954,0,0.07551279
6520,11.99,13.99%,0.0017,10.312599,0.9983,0,0.017531418
6521,19.43,27.08%,0,14.168356,1,0,0
6522,17.3,12.14%,0.0038,15.19978,0.9962,0,0.057759164
6523,8.47,3.85%,0.0045,8.143905,0.9955,0,0.036647573
6524,21.89,17.21%,0.0077,18.122731,0.9923,0,0.139545029
6525,11.05,28.81%,0.0079,7.866495,0.9921,0,0.062145311
6526,8.04,8.62%,0.0033,7.346952,0.9967,0,0.024244942
6527,3.83,32.81%,0.0095,2.573377,0.9905,0,0.024447082
6528,22.14,19.07%,0.0039,17.917902,0.9961,0,0.069879818
6529,3.97,7.66%,0.0088,3.665898,0.9912,0,0.032259902
6530,12.95,29.57%,0.0087,9.120685,0.9913,0,0.07934996
6531,9.76,10.25%,0.0009,8.7596,0.9991,0,0.00788364
6532,20.69,7.94%,0.008,19.047214,0.992,0,0.152377712
6533,13.67,10.46%,0.0058,12.240118,0.9942,0,0.070992684
6534,16.02,14.57%,0.0007,13.685886,0.9993,0,0.00958012
6535,16.27,13.26%,0.0049,14.112598,0.9951,0,0.06915173
6536,6.06,26.43%,0.0073,4.458342,0.9927,0,0.032545897
6537,20.34,22.10%,0.0076,15.84486,0.9924,0,0.120420936
6538,7.24,3.64%,0.0025,6.976464,0.9975,0,0.01744116
6539,1.92,34.58%,0.0024,1.256064,0.9976,0,0.003014554
6540,17.35,3.09%,0.0048,16.813885,0.9952,0,0.080706648
6541,7.79,31.42%,0.008,5.342382,0.992,0,0.042739056
6542,4.18,39.65%,0.0024,2.52263,0.9976,0,0.006054312
6543,8.34,24.93%,0.0065,6.260838,0.9935,0,0.040695447
6544,13.63,21.60%,0.006,10.68592,0.994,0,0.06411552
6545,6.45,12.30%,0.0041,5.65665,0.9959,0,0.023192265
6546,8.69,17.81%,0.0034,7.142311,0.9966,0,0.024283857
6547,21.09,10.42%,0.0015,18.892422,0.9985,0,0.028338633
6548,7.57,10.97%,0.0074,6.739571,0.9926,0,0.049872825
6549,0.48,33.45%,0.0054,0.31944,0.9946,0,0.001724976
6550,19.28,28.43%,0.0026,13.798696,0.9974,0,0.03587661
6551,8.6,13.52%,0.0004,7.43728,0.9996,0,0.002974912
6552,22.44,24.63%,0.0027,16.913028,0.9973,0,0.045665176
6553,9.23,9.24%,0.0065,8.377148,0.9935,0,0.054451462
6554,24.74,23.30%,0.0039,18.97558,0.9961,0,0.074004762
6555,3.02,17.89%,0.0052,2.479722,0.9948,0,0.012894554
6556,13.65,32.17%,0.0039,9.258795,0.9961,0,0.036109301
6557,5.92,0.93%,0.0003,5.864944,0.9997,0,0.001759483
6558,3.28,0.28%,0.0046,3.270816,0.9954,0,0.015045754
6559,24.77,34.00%,0.0091,16.3482,0.9909,0,0.14876862
6560,19.43,22.39%,0.0085,15.079623,0.9915,0,0.128176796
6561,3.53,29.28%,0.0062,2.496416,0.9938,0,0.015477779
6562,12.8,11.93%,0.0063,11.27296,0.9937,0,0.071019648
6563,5.08,7.08%,0.0012,4.720336,0.9988,0,0.005664403
6564,1.91,23.33%,0.0011,1.464397,0.9989,0,0.001610837
6565,4.51,37.67%,0.0012,2.811083,0.9988,0,0.0033733
6566,21.98,11.43%,0.0046,19.467686,0.9954,0,0.089551356
6567,22.76,37.38%,0.0088,14.252312,0.9912,0,0.125420346
6568,14.13,13.72%,0.001,12.191364,0.999,0,0.012191364
6569,5.46,25.19%,0.0078,4.084626,0.9922,0,0.031860083
6570,11.44,38.52%,0.0079,7.033312,0.9921,0,0.055563165
6571,0.72,27.03%,0.0082,0.525384,0.9918,0,0.004308149
6572,7.84,16.32%,0.0011,6.560512,0.9989,0,0.007216563
6573,16.66,12.85%,0.009,14.51919,0.991,0,0.13067271
6574,11.17,19.58%,0.0015,8.982914,0.9985,0,0.013474371
6575,5.99,22.80%,0.0048,4.62428,0.9952,0,0.022196544
6576,10.74,37.09%,0.0023,6.756534,0.9977,0,0.015540028
6577,7.46,19.81%,0.0083,5.982174,0.9917,0,0.049652044
6578,23.79,38.10%,0.0051,14.72601,0.9949,0,0.075102651
6579,20.54,22.86%,0.005,15.844556,0.995,0,0.07922278
6580,2.32,4.61%,0.0012,2.213048,0.9988,0,0.002655658
6581,6.9,36.32%,0.009,4.39392,0.991,0,0.03954528
6582,1.6,37.08%,0.0057,1.00672,0.9943,0,0.005738304
6583,24.2,30.76%,0.0021,16.75608,0.9979,0,0.035187768
6584,18.58,16.35%,0.0062,15.54217,0.9938,0,0.096361454
6585,5.7,20.93%,0.0046,4.50699,0.9954,0,0.020732154
6586,24.22,21.47%,0.0065,19.019966,0.9935,0,0.123629779
6587,10.1,28.91%,0.0022,7.18009,0.9978,0,0.015796198
6588,22.83,36.44%,0.0063,14.510748,0.9937,0,0.091417712
6589,7.87,29.42%,0.0054,5.554646,0.9946,0,0.029995088
6590,21.03,30.34%,0.0089,14.649498,0.9911,0,0.130380532
6591,21.17,26.07%,0.0042,15.650981,0.9958,0,0.06573412
6592,3.13,16.53%,0.0074,2.612611,0.9926,0,0.019333321
6593,13.14,30.96%,0.009,9.071856,0.991,0,0.081646704
6594,3.93,15.07%,0.0036,3.337749,0.9964,0,0.012015896
6595,12.68,36.37%,0.0063,8.068284,0.9937,0,0.050830189
6596,5.28,16.51%,0.0082,4.408272,0.9918,0,0.03614783
6597,11.04,0.64%,0.0048,10.969344,0.9952,0,0.052652851
6598,24.6,24.03%,0.0091,18.68862,0.9909,0,0.170066442
6599,11.39,8.10%,0.0032,10.46741,0.9968,0,0.033495712
6600,1.15,17.81%,0.0037,0.945185,0.9963,0,0.003497185
6601,7.84,30.90%,0.0061,5.41744,0.9939,0,0.033046384
6602,19.16,26.97%,0.0082,13.992548,0.9918,0,0.114738894
6603,22.81,23.49%,0.0064,17.451931,0.9936,0,0.111692358
6604,7.33,16.95%,0.0045,6.087565,0.9955,0,0.027394043
6605,10.28,7.16%,0.0099,9.543952,0.9901,0,0.094485125
6606,23.81,28.68%,0.0002,16.981292,0.9998,0,0.003396258
6607,15.81,9.82%,0.0077,14.257458,0.9923,0,0.109782427
6608,8.43,14.72%,0.0083,7.189104,0.9917,0,0.059669563
6609,3.58,31.56%,0.0032,2.450152,0.9968,0,0.007840486
6610,16.96,32.05%,0.0083,11.52432,0.9917,0,0.095651856
6611,18,7.45%,0.0052,16.659,0.9948,0,0.0866268
6612,13.5,20.40%,0.0039,10.746,0.9961,0,0.0419094
6613,15.33,38.23%,0.0089,9.469341,0.9911,0,0.084277135
6614,10.13,3.40%,0.0079,9.78558,0.9921,0,0.077306082
6615,6.06,27.39%,0.0092,4.400166,0.9908,0,0.040481527
6616,17.68,38.97%,0,10.790104,1,0,0
6617,0.84,39.94%,0.0099,0.504504,0.9901,0,0.00499459
6618,18.07,32.25%,0.0004,12.242425,0.9996,0,0.00489697
6619,6.22,17.19%,0.0089,5.150782,0.9911,0,0.04584196
6620,9.34,9.31%,0.0011,8.470446,0.9989,0,0.009317491
6621,20.75,17.83%,0.0044,17.050275,0.9956,0,0.07502121
6622,24.13,1.06%,0.0025,23.874222,0.9975,0,0.059685555
6623,10.77,38.90%,0.0018,6.58047,0.9982,0,0.011844846
6624,18.22,21.08%,0.0081,14.379224,0.9919,0,0.116471714
6625,0.62,16.78%,0.0091,0.515964,0.9909,0,0.004695272
6626,15.31,9.51%,0.0046,13.854019,0.9954,0,0.063728487
6627,7.82,9.63%,0.0041,7.066934,0.9959,0,0.028974429
6628,22.49,20.38%,0.0026,17.906538,0.9974,0,0.046556999
6629,12.63,3.76%,0.0083,12.155112,0.9917,0,0.10088743
6630,4.82,25.56%,0.0039,3.588008,0.9961,0,0.013993231
6631,15.82,6.53%,0.0032,14.786954,0.9968,0,0.047318253
6632,7.66,6.27%,0.0004,7.179718,0.9996,0,0.002871887
6633,4.24,37.61%,0.0003,2.645336,0.9997,0,0.000793601
6634,10.64,28.96%,0.0013,7.558656,0.9987,0,0.009826253
6635,17.21,11.40%,0.0083,15.24806,0.9917,0,0.126558898
6636,6.81,15.64%,0.0082,5.744916,0.9918,0,0.047108311
6637,6.91,24.07%,0.0089,5.246763,0.9911,0,0.046696191
6638,20.08,17.62%,0.0045,16.541904,0.9955,0,0.074438568
6639,16.64,23.33%,0.0076,12.757888,0.9924,0,0.096959949
6640,20.76,4.44%,0.01,19.838256,0.99,0,0.19838256
6641,8.05,13.67%,0.0016,6.949565,0.9984,0,0.011119304
6642,24.48,12.61%,0.002,21.393072,0.998,0,0.042786144
6643,20.89,3.18%,0.0061,20.225698,0.9939,0,0.123376758
6644,11.03,8.94%,0.0061,10.043918,0.9939,0,0.0612679
6645,22.14,20.55%,0.0088,17.59023,0.9912,0,0.154794024
6646,14.4,12.34%,0.0099,12.62304,0.9901,0,0.124968096
6647,12.47,17.04%,0.0049,10.345112,0.9951,0,0.050691049
6648,0.25,5.93%,0.0047,0.235175,0.9953,0,0.001105323
6649,24.29,34.69%,0.0044,15.863799,0.9956,0,0.069800716
6650,15.93,7.98%,0.0084,14.658786,0.9916,0,0.123133802
6651,1.12,33.86%,0.0012,0.740768,0.9988,0,0.000888922
6652,5.21,11.18%,0.0046,4.627522,0.9954,0,0.021286601
6653,17.65,10.32%,0.0025,15.82852,0.9975,0,0.0395713
6654,16.44,20.89%,0.007,13.005684,0.993,0,0.091039788
6655,14.9,36.15%,0.005,9.51365,0.995,0,0.04756825
6656,6.03,23.33%,0.0084,4.623201,0.9916,0,0.038834888
6657,9.26,25.94%,0.0092,6.857956,0.9908,0,0.063093195
6658,16.63,5.37%,0.009,15.736969,0.991,0,0.141632721
6659,22.82,29.92%,0.0029,15.992256,0.9971,0,0.046377542
6660,10.78,26.45%,0.007,7.92869,0.993,0,0.05550083
6661,0.15,37.54%,0.0029,0.09369,0.9971,0,0.000271701
6662,22.82,31.93%,0.0074,15.533574,0.9926,0,0.114948448
6663,19.55,4.06%,0.0014,18.75627,0.9986,0,0.026258778
6664,6.53,22.44%,0.0041,5.064668,0.9959,0,0.020765139
6665,15.87,15.35%,0.0057,13.433955,0.9943,0,0.076573544
6666,14.95,19.23%,0.0082,12.075115,0.9918,0,0.099015943
6667,7.22,29.70%,0.0054,5.07566,0.9946,0,0.027408564
6668,22.85,0.26%,0.0031,22.79059,0.9969,0,0.070650829
6669,22.76,14.11%,0.0047,19.548564,0.9953,0,0.091878251
6670,10.3,18.81%,0.0046,8.36257,0.9954,0,0.038467822
6671,19.13,3.78%,0.0023,18.406886,0.9977,0,0.042335838
6672,1.91,31.71%,0.0061,1.304339,0.9939,0,0.007956468
6673,6.48,18.28%,0.0062,5.295456,0.9938,0,0.032831827
6674,18.1,36.96%,0.0081,11.41024,0.9919,0,0.092422944
6675,0.85,13.01%,0.0043,0.739415,0.9957,0,0.003179485
6676,5.55,14.79%,0.0069,4.729155,0.9931,0,0.03263117
6677,11.22,19.33%,0.0075,9.051174,0.9925,0,0.067883805
6678,13.92,37.43%,0.0062,8.709744,0.9938,0,0.054000413
6679,23.65,36.54%,0.0033,15.00829,0.9967,0,0.049527357
6680,14.84,14.29%,0.0092,12.719364,0.9908,0,0.117018149
6681,7.72,36.26%,0.0035,4.920728,0.9965,0,0.017222548
6682,22.28,0.03%,0.0011,22.273316,0.9989,0,0.024500648
6683,22.07,25.64%,0.0062,16.411252,0.9938,0,0.101749762
6684,22.48,26.35%,0.0044,16.55652,0.9956,0,0.072848688
6685,15.15,20.87%,0.001,11.988195,0.999,0,0.011988195
6686,8.14,29.08%,0.0088,5.772888,0.9912,0,0.050801414
6687,3.48,5.81%,0.0062,3.277812,0.9938,0,0.020322434
6688,12.13,32.04%,0.0008,8.243548,0.9992,0,0.006594838
6689,20.21,7.05%,0.0081,18.785195,0.9919,0,0.15216008
6690,19.09,37.92%,0.0049,11.851072,0.9951,0,0.058070253
6691,20.15,30.96%,0.0083,13.91156,0.9917,0,0.115465948
6692,14.1,20.04%,0.0031,11.27436,0.9969,0,0.034950516
6693,10.16,26.07%,0.0081,7.511288,0.9919,0,0.060841433
6694,13.66,26.39%,0.0041,10.055126,0.9959,0,0.041226017
6695,20.82,4.25%,0.0023,19.93515,0.9977,0,0.045850845
6696,10.88,9.48%,0.0082,9.848576,0.9918,0,0.080758323
6697,23.1,2.16%,0.001,22.60104,0.999,0,0.02260104
6698,3.2,34.96%,0.0036,2.08128,0.9964,0,0.007492608
6699,17.16,7.06%,0.0078,15.948504,0.9922,0,0.124398331
6700,0.52,4.25%,0.0053,0.4979,0.9947,0,0.00263887
6701,5.76,31.57%,0.0064,3.941568,0.9936,0,0.025226035
6702,18.01,19.60%,0.0002,14.48004,0.9998,0,0.002896008
6703,5.57,26.19%,0.0028,4.111217,0.9972,0,0.011511408
6704,7.69,39.29%,0.0056,4.668599,0.9944,0,0.026144154
6705,19.77,13.18%,0.0025,17.164314,0.9975,0,0.042910785
6706,24.65,34.71%,0.0053,16.093985,0.9947,0,0.085298121
6707,5.53,21.99%,0.006,4.313953,0.994,0,0.025883718
6708,20.33,38.96%,0.0057,12.409432,0.9943,0,0.070733762
6709,9.72,23.85%,0.0067,7.40178,0.9933,0,0.049591926
6710,18.51,21.86%,0.0052,14.463714,0.9948,0,0.075211313
6711,6.46,9.84%,0.006,5.824336,0.994,0,0.034946016
6712,23.33,6.75%,0.0065,21.755225,0.9935,0,0.141408963
6713,17.32,15.03%,0.0002,14.716804,0.9998,0,0.002943361
6714,2.58,21.88%,0.0037,2.015496,0.9963,0,0.007457335
6715,21.96,16.27%,0.002,18.387108,0.998,0,0.036774216
6716,3.47,3.99%,0.0096,3.331547,0.9904,0,0.031982851
6717,6.11,37.47%,0.0006,3.820583,0.9994,0,0.00229235
6718,2.67,16.44%,0.0098,2.231052,0.9902,0,0.02186431
6719,12.85,13.14%,0.0084,11.16151,0.9916,0,0.093756684
6720,10.39,36.76%,0.0076,6.570636,0.9924,0,0.049936834
6721,20.55,31.73%,0.0054,14.029485,0.9946,0,0.075759219
6722,6.7,36.78%,0.0035,4.23574,0.9965,0,0.01482509
6723,24.96,33.48%,0.0034,16.603392,0.9966,0,0.056451533
6724,20.03,16.45%,0.0088,16.735065,0.9912,0,0.147268572
6725,23.99,38.41%,0.0077,14.775441,0.9923,0,0.113770896
6726,7.06,19.11%,0.0037,5.710834,0.9963,0,0.021130086
6727,18.2,1.47%,0.0074,17.93246,0.9926,0,0.132700204
6728,21.21,39.66%,0.0031,12.798114,0.9969,0,0.039674153
6729,9.68,29.14%,0.0083,6.859248,0.9917,0,0.056931758
6730,14.73,17.13%,0.0001,12.206751,0.9999,0,0.001220675
6731,19.92,7.32%,0.0059,18.461856,0.9941,0,0.10892495
6732,24.57,20.10%,0.0081,19.63143,0.9919,0,0.159014583
6733,3.22,4.15%,0.0016,3.08637,0.9984,0,0.004938192
6734,21.54,39.28%,0.006,13.079088,0.994,0,0.078474528
6735,6.34,14.25%,0.0009,5.43655,0.9991,0,0.004892895
6736,8.33,36.79%,0.0049,5.265393,0.9951,0,0.025800426
6737,10.51,2.55%,0.0001,10.241995,0.9999,0,0.0010242
6738,10.98,3.72%,0.0012,10.571544,0.9988,0,0.012685853
6739,0.09,1.15%,0.0054,0.088965,0.9946,0,0.000480411
6740,9.85,14.62%,0.0076,8.40993,0.9924,0,0.063915468
6741,3.87,15.12%,0.0083,3.284856,0.9917,0,0.027264305
6742,9.71,32.21%,0.0052,6.582409,0.9948,0,0.034228527
6743,15.93,25.31%,0.0079,11.898117,0.9921,0,0.093995124
6744,22.79,9.76%,0.0084,20.565696,0.9916,0,0.172751846
6745,11.95,38.81%,0.002,7.312205,0.998,0,0.01462441
6746,1.66,39.85%,0.003,0.99849,0.997,0,0.00299547
6747,7.33,18.42%,0.0032,5.979814,0.9968,0,0.019135405
6748,4.38,17.67%,0.008,3.606054,0.992,0,0.028848432
6749,16.6,11.50%,0.0095,14.691,0.9905,0,0.1395645
6750,11.79,8.40%,0.0069,10.79964,0.9931,0,0.074517516
6751,7.21,29.63%,0.007,5.073677,0.993,0,0.035515739
6752,1.12,25.83%,0.0084,0.830704,0.9916,0,0.006977914
6753,24.84,38.64%,0.0057,15.241824,0.9943,0,0.086878397
6754,24.93,14.71%,0.0067,21.262797,0.9933,0,0.14246074
6755,2.41,18.27%,0.0057,1.969693,0.9943,0,0.01122725
6756,9.22,21.27%,0.0033,7.258906,0.9967,0,0.02395439
6757,21.42,33.93%,0.005,14.152194,0.995,0,0.07076097
6758,6.99,36.77%,0.0071,4.419777,0.9929,0,0.031380417
6759,16.56,31.44%,0.0049,11.353536,0.9951,0,0.055632326
6760,7.8,14.84%,0.0033,6.64248,0.9967,0,0.021920184
6761,1.85,16.64%,0.0039,1.54216,0.9961,0,0.006014424
6762,11.42,23.17%,0.0006,8.773986,0.9994,0,0.005264392
6763,4.07,39.11%,0.0084,2.478223,0.9916,0,0.020817073
6764,6.81,17.03%,0.001,5.650257,0.999,0,0.005650257
6765,12.89,19.72%,0.0016,10.348092,0.9984,0,0.016556947
6766,21.59,23.63%,0.0031,16.488283,0.9969,0,0.051113677
6767,23.26,29.08%,0.0008,16.495992,0.9992,0,0.013196794
6768,20.06,38.51%,0.0039,12.334894,0.9961,0,0.048106087
6769,22.57,13.36%,0.0043,19.554648,0.9957,0,0.084084986
6770,23.89,1.06%,0.0077,23.636766,0.9923,0,0.182003098
6771,14.87,19.37%,0.0045,11.989681,0.9955,0,0.053953565
6772,18.99,29.71%,0.0057,13.348071,0.9943,0,0.076084005
6773,15.01,26.83%,0.0067,10.982817,0.9933,0,0.073584874
6774,10.32,6.42%,0.0067,9.657456,0.9933,0,0.064704955
6775,21.86,39.28%,0.0058,13.273392,0.9942,0,0.076985674
6776,24.52,6.86%,0.0004,22.837928,0.9996,0,0.009135171
6777,23.6,4.67%,0.0071,22.49788,0.9929,0,0.159734948
6778,1.03,39.95%,0.0016,0.618515,0.9984,0,0.000989624
6779,6.03,34.09%,0.0063,3.974373,0.9937,0,0.02503855
6780,5.87,13.77%,0.0068,5.061701,0.9932,0,0.034419567
6781,1.91,31.64%,0.0097,1.305676,0.9903,0,0.012665057
6782,16.91,15.66%,0.0035,14.261894,0.9965,0,0.049916629
6783,15.38,37.74%,0.0006,9.575588,0.9994,0,0.005745353
6784,2.67,5.80%,0.0045,2.51514,0.9955,0,0.01131813
6785,20.84,33.71%,0.0036,13.814836,0.9964,0,0.04973341
6786,21.21,0.89%,0.007,21.021231,0.993,0,0.147148617
6787,23.84,29.52%,0.0032,16.802432,0.9968,0,0.053767782
6788,12.11,28.43%,0.0057,8.667127,0.9943,0,0.049402624
6789,24.3,13.80%,0.0046,20.9466,0.9954,0,0.09635436
6790,16.78,4.59%,0.0075,16.009798,0.9925,0,0.120073485
6791,2.07,32.08%,0.0084,1.405944,0.9916,0,0.01180993
6792,18.42,32.50%,0.009,12.4335,0.991,0,0.1119015
6793,2.35,15.51%,0.0019,1.985515,0.9981,0,0.003772479
6794,4.51,26.23%,0.0022,3.327027,0.9978,0,0.007319459
6795,2.16,36.81%,0.0031,1.364904,0.9969,0,0.004231202
6796,8.37,37.76%,0.0008,5.209488,0.9992,0,0.00416759
6797,2.73,30.33%,0.0007,1.901991,0.9993,0,0.001331394
6798,18.72,6.05%,0.0001,17.58744,0.9999,0,0.001758744
6799,15.43,14.85%,0.0054,13.138645,0.9946,0,0.070948683
6800,1.81,4.01%,0.0005,1.737419,0.9995,0,0.00086871
6801,4.62,32.08%,0.0069,3.137904,0.9931,0,0.021651538
6802,8.44,21.41%,0.0006,6.632996,0.9994,0,0.003979798
6803,23.07,12.09%,0.009,20.280837,0.991,0,0.182527533
6804,4.63,7.43%,0.0038,4.285991,0.9962,0,0.016286766
6805,22.87,20.41%,0.0079,18.202233,0.9921,0,0.143797641
6806,4.79,36.88%,0.002,3.023448,0.998,0,0.006046896
6807,24.13,4.06%,0.0003,23.150322,0.9997,0,0.006945097
6808,5.9,16.62%,0.0086,4.91942,0.9914,0,0.042307012
6809,18.27,17.44%,0.0019,15.083712,0.9981,0,0.028659053
6810,6.74,37.76%,0.0033,4.194976,0.9967,0,0.013843421
6811,9.74,36.13%,0.0007,6.220938,0.9993,0,0.004354657
6812,22.55,17.73%,0.0023,18.551885,0.9977,0,0.042669336
6813,0.08,0.70%,0.0087,0.07944,0.9913,0,0.000691128
6814,7.7,1.87%,0.0059,7.55601,0.9941,0,0.044580459
6815,11.42,24.97%,0.0016,8.568426,0.9984,0,0.013709482
6816,14.63,21.86%,0.0086,11.431882,0.9914,0,0.098314185
6817,0.14,39.55%,0.0089,0.08463,0.9911,0,0.000753207
6818,21.55,5.36%,0.0026,20.39492,0.9974,0,0.053026792
6819,9.48,12.54%,0.0065,8.291208,0.9935,0,0.053892852
6820,10.75,4.37%,0.0074,10.280225,0.9926,0,0.076073665
6821,0.77,15.57%,0.0023,0.650111,0.9977,0,0.001495255
6822,9.43,28.55%,0.0022,6.737735,0.9978,0,0.014823017
6823,11.73,27.72%,0.0021,8.478444,0.9979,0,0.017804732
6824,14.58,20.50%,0.004,11.5911,0.996,0,0.0463644
6825,10.71,17.98%,0.0058,8.784342,0.9942,0,0.050949184
6826,1.41,3.01%,0.0061,1.367559,0.9939,0,0.00834211
6827,20.76,6.46%,0.001,19.418904,0.999,0,0.019418904
6828,2.44,1.98%,0.0005,2.391688,0.9995,0,0.001195844
6829,10.92,29.93%,0.0005,7.651644,0.9995,0,0.003825822
6830,6.4,30.42%,0.0034,4.45312,0.9966,0,0.015140608
6831,20.39,32.89%,0.0005,13.683729,0.9995,0,0.006841865
6832,15.29,30.30%,0.0098,10.65713,0.9902,0,0.104439874
6833,1.28,5.23%,0.0038,1.213056,0.9962,0,0.004609613
6834,17.22,27.89%,0.0073,12.417342,0.9927,0,0.090646597
6835,22.09,8.41%,0.0017,20.232231,0.9983,0,0.034394793
6836,3.1,22.16%,0.0043,2.41304,0.9957,0,0.010376072
6837,18.31,5.12%,0.0016,17.372528,0.9984,0,0.027796045
6838,23.74,2.27%,0.006,23.201102,0.994,0,0.139206612
6839,0.05,35.08%,0.0053,0.03246,0.9947,0,0.000172038
6840,17.25,35.72%,0.0007,11.0883,0.9993,0,0.00776181
6841,16.23,5.91%,0.0071,15.270807,0.9929,0,0.10842273
6842,2.09,27.10%,0.0078,1.52361,0.9922,0,0.011884158
6843,8.28,7.97%,0.0024,7.620084,0.9976,0,0.018288202
6844,5.8,12.36%,0.0093,5.08312,0.9907,0,0.047273016
6845,15.08,0.48%,0.0001,15.007616,0.9999,0,0.001500762
6846,24.28,35.13%,0.0079,15.750436,0.9921,0,0.124428444
